Date,Hours,Price (EUR/MWh),Traded volumes (MWh)
2012.01.28.,H10,"56,90","554,00"
2012.01.28.,H11,"56,91","540,70"
2012.01.28.,H12,"57,00","513,20"
2012.01.28.,H13,"56,91","505,00"
2012.01.28.,H14,"56,91","544,30"
2012.01.28.,H15,"53,01","525,50"
2012.01.28.,H16,"52,00","572,60"
2012.01.28.,H17,"58,00","532,10"
2012.01.28.,H18,"95,00","581,90"
2012.01.28.,H19,"95,01","564,60"
2012.01.28.,H20,"95,01","572,60"
2012.01.28.,H21,"60,70","567,70"
2012.01.28.,H22,"58,01","519,30"
2012.01.28.,H23,"82,00","594,90"
2012.01.28.,H24,"50,38","701,40"
2012.01.29.,H1,"45,00","628,60"
2012.01.29.,H2,"38,41","577,20"
2012.01.29.,H3,"36,82","584,00"
2012.01.29.,H4,"35,00","562,70"
2012.01.29.,H5,"34,31","523,70"
2012.01.29.,H6,"33,53","530,10"
2012.01.29.,H7,"30,01","548,20"
2012.01.29.,H8,"34,76","573,00"
2012.01.29.,H9,"40,56","554,30"
2012.01.29.,H10,"45,00","545,20"
2012.01.29.,H11,"56,91","489,40"
2012.01.29.,H12,"57,20","496,60"
2012.01.29.,H13,"56,00","498,20"
2012.01.29.,H14,"45,79","476,20"
2012.01.29.,H15,"41,50","492,10"
2012.01.29.,H16,"40,88","470,50"
2012.01.29.,H17,"56,91","483,80"
2012.01.29.,H18,"62,01","548,40"
2012.01.29.,H19,"64,89","537,30"
2012.01.29.,H20,"65,00","555,80"
2012.01.29.,H21,"62,00","561,30"
2012.01.29.,H22,"60,01","509,50"
2012.01.29.,H23,"60,01","615,50"
2012.01.29.,H24,"42,51","551,10"
2012.01.30.,H1,"37,13","761,80"
2012.01.30.,H2,"33,37","803,60"
2012.01.30.,H3,"30,01","780,40"
2012.01.30.,H4,"28,34","782,90"
2012.01.30.,H5,"29,45","728,30"
2012.01.30.,H6,"36,00","607,00"
2012.01.30.,H7,"48,06","446,70"
2012.01.30.,H8,"60,01","502,80"
2012.01.30.,H9,"58,31","653,60"
2012.01.30.,H10,"58,31","622,10"
2012.01.30.,H11,"57,00","614,20"
2012.01.30.,H12,"58,30","590,00"
2012.01.30.,H13,"58,31","618,20"
2012.01.30.,H14,"56,21","633,60"
2012.01.30.,H15,"52,33","557,00"
2012.01.30.,H16,"51,68","549,70"
2012.01.30.,H17,"55,97","496,30"
2012.01.30.,H18,"65,18","571,20"
2012.01.30.,H19,"69,36","586,10"
2012.01.30.,H20,"64,14","577,30"
2012.01.30.,H21,"56,26","482,40"
2012.01.30.,H22,"60,01","644,70"
2012.01.30.,H23,"60,01","699,20"
2012.01.30.,H24,"47,15","563,80"
2012.01.31.,H1,"46,24","691,30"
2012.01.31.,H2,"40,21","723,00"
2012.01.31.,H3,"38,40","748,30"
2012.01.31.,H4,"36,07","762,50"
2012.01.31.,H5,"37,20","711,70"
2012.01.31.,H6,"55,01","697,70"
2012.01.31.,H7,"65,95","739,90"
2012.01.31.,H8,"76,31","754,00"
2012.01.31.,H9,"61,66","665,00"
2012.01.31.,H10,"58,43","644,20"
2012.01.31.,H11,"57,51","660,30"
2012.01.31.,H12,"57,51","646,50"
2012.01.31.,H13,"58,30","630,20"
2012.01.31.,H14,"58,30","653,20"
2012.01.31.,H15,"55,97","606,20"
2012.01.31.,H16,"58,31","623,50"
2012.01.31.,H17,"103,00","565,70"
2012.01.31.,H18,"120,01","584,00"
2012.01.31.,H19,"100,00","584,50"
2012.01.31.,H20,"97,00","500,10"
2012.01.31.,H21,"82,73","692,00"
2012.01.31.,H22,"62,01","649,40"
2012.01.31.,H23,"84,00","727,50"
2012.01.31.,H24,"62,01","782,70"
2012.02.01.,H1,"43,05","707,30"
2012.02.01.,H2,"40,05","852,10"
2012.02.01.,H3,"38,09","779,50"
2012.02.01.,H4,"37,50","762,40"
2012.02.01.,H5,"38,94","659,90"
2012.02.01.,H6,"41,91","505,70"
2012.02.01.,H7,"50,10","509,60"
2012.02.01.,H8,"59,04","542,30"
2012.02.01.,H9,"63,35","793,00"
2012.02.01.,H10,"62,36","918,50"
2012.02.01.,H11,"58,31","648,40"
2012.02.01.,H12,"57,00","655,40"
2012.02.01.,H13,"54,23","599,10"
2012.02.01.,H14,"52,09","577,90"
2012.02.01.,H15,"51,58","533,50"
2012.02.01.,H16,"51,89","534,70"
2012.02.01.,H17,"52,74","717,90"
2012.02.01.,H18,"64,64","624,60"
2012.02.01.,H19,"73,21","639,50"
2012.02.01.,H20,"61,42","606,80"
2012.02.01.,H21,"53,08","402,70"
2012.02.01.,H22,"48,26","532,70"
2012.02.01.,H23,"49,61","711,20"
2012.02.01.,H24,"45,94","617,00"
2012.02.02.,H1,"42,87","618,50"
2012.02.02.,H2,"40,04","720,70"
2012.02.02.,H3,"38,17","785,40"
2012.02.02.,H4,"38,00","797,90"
2012.02.02.,H5,"39,30","704,60"
2012.02.02.,H6,"44,01","516,40"
2012.02.02.,H7,"53,24","601,60"
2012.02.02.,H8,"65,25","586,70"
2012.02.02.,H9,"70,01","752,20"
2012.02.02.,H10,"68,01","936,80"
2012.02.02.,H11,"68,65","689,20"
2012.02.02.,H12,"67,02","634,90"
2012.02.02.,H13,"65,43","570,00"
2012.02.02.,H14,"62,71","634,30"
2012.02.02.,H15,"58,37","519,30"
2012.02.02.,H16,"58,62","588,90"
2012.02.02.,H17,"60,76","738,70"
2012.02.02.,H18,"81,91","624,90"
2012.02.02.,H19,"107,00","698,50"
2012.02.02.,H20,"76,98","616,50"
2012.02.02.,H21,"61,47","550,10"
2012.02.02.,H22,"55,31","533,70"
2012.02.02.,H23,"52,32","737,80"
2012.02.02.,H24,"55,37","668,10"
2012.02.03.,H1,"49,01","572,70"
2012.02.03.,H2,"45,00","686,10"
2012.02.03.,H3,"42,64","613,50"
2012.02.03.,H4,"43,28","607,30"
2012.02.03.,H5,"44,75","567,80"
2012.02.03.,H6,"49,01","432,70"
2012.02.03.,H7,"62,00","764,20"
2012.02.03.,H8,"95,61","822,90"
2012.02.03.,H9,"109,92","804,80"
2012.02.03.,H10,"90,97","963,80"
2012.02.03.,H11,"84,61","660,60"
2012.02.03.,H12,"80,00","624,40"
2012.02.03.,H13,"70,30","616,70"
2012.02.03.,H14,"61,73","654,80"
2012.02.03.,H15,"59,50","590,80"
2012.02.03.,H16,"60,01","622,90"
2012.02.03.,H17,"66,00","570,20"
2012.02.03.,H18,"80,00","630,60"
2012.02.03.,H19,"110,89","595,00"
2012.02.03.,H20,"90,26","583,00"
2012.02.03.,H21,"65,01","699,70"
2012.02.03.,H22,"54,51","500,40"
2012.02.03.,H23,"65,00","796,50"
2012.02.03.,H24,"62,51","627,10"
2012.02.04.,H1,"69,73","637,70"
2012.02.04.,H2,"48,98","525,90"
2012.02.04.,H3,"46,47","526,30"
2012.02.04.,H4,"43,00","554,70"
2012.02.04.,H5,"41,58","511,00"
2012.02.04.,H6,"42,95","483,30"
2012.02.04.,H7,"47,68","554,10"
2012.02.04.,H8,"75,01","682,00"
2012.02.04.,H9,"59,51","434,40"
2012.02.04.,H10,"95,01","417,10"
2012.02.04.,H11,"106,00","453,60"
2012.02.04.,H12,"101,05","443,70"
2012.02.04.,H13,"105,01","423,00"
2012.02.04.,H14,"100,00","441,70"
2012.02.04.,H15,"88,01","443,80"
2012.02.04.,H16,"88,00","459,30"
2012.02.04.,H17,"95,01","446,40"
2012.02.04.,H18,"120,00","504,20"
2012.02.04.,H19,"105,01","447,80"
2012.02.04.,H20,"120,00","498,40"
2012.02.04.,H21,"116,01","428,20"
2012.02.04.,H22,"96,99","561,20"
2012.02.04.,H23,"68,01","672,20"
2012.02.04.,H24,"55,00","480,00"
2012.02.05.,H1,"50,01","407,50"
2012.02.05.,H2,"42,51","391,50"
2012.02.05.,H3,"38,47","462,60"
2012.02.05.,H4,"37,57","458,30"
2012.02.05.,H5,"36,35","481,90"
2012.02.05.,H6,"36,38","514,00"
2012.02.05.,H7,"34,72","629,20"
2012.02.05.,H8,"38,01","592,40"
2012.02.05.,H9,"42,20","599,90"
2012.02.05.,H10,"47,50","442,30"
2012.02.05.,H11,"57,50","471,60"
2012.02.05.,H12,"57,51","439,00"
2012.02.05.,H13,"57,25","386,70"
2012.02.05.,H14,"47,04","357,50"
2012.02.05.,H15,"43,14","411,80"
2012.02.05.,H16,"41,48","396,10"
2012.02.05.,H17,"52,99","519,80"
2012.02.05.,H18,"95,01","432,40"
2012.02.05.,H19,"95,01","472,10"
2012.02.05.,H20,"95,01","533,80"
2012.02.05.,H21,"95,00","550,30"
2012.02.05.,H22,"53,00","402,30"
2012.02.05.,H23,"49,00","416,70"
2012.02.05.,H24,"47,03","521,80"
2012.02.06.,H1,"40,46","685,70"
2012.02.06.,H2,"38,13","751,50"
2012.02.06.,H3,"37,22","680,90"
2012.02.06.,H4,"35,23","718,70"
2012.02.06.,H5,"37,37","748,80"
2012.02.06.,H6,"44,01","536,50"
2012.02.06.,H7,"60,00","566,10"
2012.02.06.,H8,"88,30","850,80"
2012.02.06.,H9,"109,06","663,00"
2012.02.06.,H10,"91,19","592,50"
2012.02.06.,H11,"83,12","521,50"
2012.02.06.,H12,"83,05","501,90"
2012.02.06.,H13,"77,56","559,90"
2012.02.06.,H14,"72,05","561,10"
2012.02.06.,H15,"69,05","596,00"
2012.02.06.,H16,"70,05","571,90"
2012.02.06.,H17,"80,01","570,30"
2012.02.06.,H18,"115,00","536,30"
2012.02.06.,H19,"140,38","564,10"
2012.02.06.,H20,"106,00","562,30"
2012.02.06.,H21,"88,00","656,50"
2012.02.06.,H22,"65,96","576,20"
2012.02.06.,H23,"80,00","686,20"
2012.02.06.,H24,"67,51","620,80"
2012.02.07.,H1,"52,64","673,00"
2012.02.07.,H2,"43,01","855,50"
2012.02.07.,H3,"41,43","782,20"
2012.02.07.,H4,"39,45","869,50"
2012.02.07.,H5,"42,17","763,00"
2012.02.07.,H6,"46,75","598,80"
2012.02.07.,H7,"60,19","538,20"
2012.02.07.,H8,"93,74","733,20"
2012.02.07.,H9,"106,24","762,20"
2012.02.07.,H10,"103,19","728,20"
2012.02.07.,H11,"101,42","766,30"
2012.02.07.,H12,"96,01","556,90"
2012.02.07.,H13,"80,00","553,00"
2012.02.07.,H14,"79,26","615,40"
2012.02.07.,H15,"74,66","611,30"
2012.02.07.,H16,"75,35","655,00"
2012.02.07.,H17,"89,04","711,60"
2012.02.07.,H18,"103,33","650,90"
2012.02.07.,H19,"120,00","684,80"
2012.02.07.,H20,"95,73","489,60"
2012.02.07.,H21,"88,89","664,80"
2012.02.07.,H22,"66,44","614,90"
2012.02.07.,H23,"67,51","681,20"
2012.02.07.,H24,"94,01","674,40"
2012.02.08.,H1,"75,60","677,60"
2012.02.08.,H2,"57,50","680,90"
2012.02.08.,H3,"46,17","713,60"
2012.02.08.,H4,"44,86","646,60"
2012.02.08.,H5,"50,98","679,60"
2012.02.08.,H6,"64,34","630,40"
2012.02.08.,H7,"80,00","690,30"
2012.02.08.,H8,"116,55","829,60"
2012.02.08.,H9,"115,43","589,00"
2012.02.08.,H10,"108,48","565,30"
2012.02.08.,H11,"103,84","568,70"
2012.02.08.,H12,"101,39","556,90"
2012.02.08.,H13,"100,01","578,70"
2012.02.08.,H14,"92,81","582,20"
2012.02.08.,H15,"89,36","563,10"
2012.02.08.,H16,"105,79","663,40"
2012.02.08.,H17,"100,00","642,60"
2012.02.08.,H18,"137,06","478,80"
2012.02.08.,H19,"171,50","440,40"
2012.02.08.,H20,"146,00","449,70"
2012.02.08.,H21,"114,75","732,70"
2012.02.08.,H22,"109,94","681,40"
2012.02.08.,H23,"100,01","783,70"
2012.02.08.,H24,"90,01","787,30"
2012.02.09.,H1,"81,01","662,40"
2012.02.09.,H2,"68,00","598,60"
2012.02.09.,H3,"51,01","576,00"
2012.02.09.,H4,"49,66","658,80"
2012.02.09.,H5,"51,00","579,60"
2012.02.09.,H6,"72,01","638,30"
2012.02.09.,H7,"72,51","696,20"
2012.02.09.,H8,"115,54","771,60"
2012.02.09.,H9,"125,14","553,30"
2012.02.09.,H10,"106,00","614,90"
2012.02.09.,H11,"100,00","657,40"
2012.02.09.,H12,"97,92","555,10"
2012.02.09.,H13,"87,87","549,60"
2012.02.09.,H14,"99,09","752,50"
2012.02.09.,H15,"90,76","575,80"
2012.02.09.,H16,"88,86","639,00"
2012.02.09.,H17,"92,45","686,40"
2012.02.09.,H18,"129,98","582,60"
2012.02.09.,H19,"144,47","517,70"
2012.02.09.,H20,"127,97","596,50"
2012.02.09.,H21,"106,01","740,40"
2012.02.09.,H22,"87,87","583,80"
2012.02.09.,H23,"71,45","672,80"
2012.02.09.,H24,"58,88","581,10"
2012.02.10.,H1,"81,00","538,40"
2012.02.10.,H2,"60,00","511,60"
2012.02.10.,H3,"48,97","586,60"
2012.02.10.,H4,"46,05","625,40"
2012.02.10.,H5,"50,99","642,90"
2012.02.10.,H6,"66,59","623,60"
2012.02.10.,H7,"78,01","594,60"
2012.02.10.,H8,"128,00","685,90"
2012.02.10.,H9,"126,91","701,20"
2012.02.10.,H10,"121,68","643,30"
2012.02.10.,H11,"118,01","667,80"
2012.02.10.,H12,"100,01","657,30"
2012.02.10.,H13,"110,00","611,50"
2012.02.10.,H14,"88,01","577,80"
2012.02.10.,H15,"77,54","536,30"
2012.02.10.,H16,"79,51","534,70"
2012.02.10.,H17,"92,45","494,40"
2012.02.10.,H18,"126,05","504,70"
2012.02.10.,H19,"160,00","531,80"
2012.02.10.,H20,"132,01","587,10"
2012.02.10.,H21,"95,04","626,90"
2012.02.10.,H22,"69,01","481,90"
2012.02.10.,H23,"71,44","459,40"
2012.02.10.,H24,"64,71","491,30"
2012.02.11.,H1,"91,00","758,20"
2012.02.11.,H2,"89,01","541,40"
2012.02.11.,H3,"45,03","568,90"
2012.02.11.,H4,"43,90","656,50"
2012.02.11.,H5,"43,01","656,80"
2012.02.11.,H6,"44,86","575,10"
2012.02.11.,H7,"45,62","588,20"
2012.02.11.,H8,"49,35","531,90"
2012.02.11.,H9,"89,01","590,60"
2012.02.11.,H10,"140,01","518,60"
2012.02.11.,H11,"150,01","515,60"
2012.02.11.,H12,"160,01","458,30"
2012.02.11.,H13,"150,02","521,70"
2012.02.11.,H14,"142,01","520,80"
2012.02.11.,H15,"138,00","566,00"
2012.02.11.,H16,"130,00","618,30"
2012.02.11.,H17,"141,05","580,20"
2012.02.11.,H18,"160,01","433,20"
2012.02.11.,H19,"150,01","459,90"
2012.02.11.,H20,"160,01","449,50"
2012.02.11.,H21,"150,01","492,10"
2012.02.11.,H22,"130,05","538,20"
2012.02.11.,H23,"105,06","547,00"
2012.02.11.,H24,"91,00","426,10"
2012.02.12.,H1,"50,01","529,50"
2012.02.12.,H2,"50,00","548,30"
2012.02.12.,H3,"41,23","605,10"
2012.02.12.,H4,"38,59","623,30"
2012.02.12.,H5,"37,54","671,00"
2012.02.12.,H6,"38,01","680,70"
2012.02.12.,H7,"37,86","719,80"
2012.02.12.,H8,"40,87","611,90"
2012.02.12.,H9,"60,20","550,00"
2012.02.12.,H10,"105,01","582,00"
2012.02.12.,H11,"130,00","589,10"
2012.02.12.,H12,"130,01","574,90"
2012.02.12.,H13,"128,08","590,00"
2012.02.12.,H14,"105,00","551,20"
2012.02.12.,H15,"75,00","564,90"
2012.02.12.,H16,"60,21","585,90"
2012.02.12.,H17,"105,00","626,60"
2012.02.12.,H18,"150,01","482,70"
2012.02.12.,H19,"150,01","436,00"
2012.02.12.,H20,"170,01","420,20"
2012.02.12.,H21,"175,00","421,20"
2012.02.12.,H22,"110,00","588,30"
2012.02.12.,H23,"89,00","578,90"
2012.02.12.,H24,"93,00","641,10"
2012.02.13.,H1,"43,18","651,40"
2012.02.13.,H2,"39,90","692,90"
2012.02.13.,H3,"38,54","629,00"
2012.02.13.,H4,"37,81","612,00"
2012.02.13.,H5,"42,01","558,00"
2012.02.13.,H6,"55,01","531,50"
2012.02.13.,H7,"83,01","612,30"
2012.02.13.,H8,"104,50","814,60"
2012.02.13.,H9,"110,76","490,80"
2012.02.13.,H10,"105,57","502,20"
2012.02.13.,H11,"106,69","508,00"
2012.02.13.,H12,"101,50","473,00"
2012.02.13.,H13,"91,01","465,60"
2012.02.13.,H14,"83,51","498,50"
2012.02.13.,H15,"76,05","520,50"
2012.02.13.,H16,"76,01","525,60"
2012.02.13.,H17,"89,02","536,70"
2012.02.13.,H18,"129,01","441,00"
2012.02.13.,H19,"144,78","441,50"
2012.02.13.,H20,"124,94","412,40"
2012.02.13.,H21,"125,01","711,80"
2012.02.13.,H22,"125,00","615,40"
2012.02.13.,H23,"125,00","583,70"
2012.02.13.,H24,"83,21","453,60"
2012.02.14.,H1,"80,01","540,70"
2012.02.14.,H2,"60,00","551,30"
2012.02.14.,H3,"47,99","465,50"
2012.02.14.,H4,"45,01","453,70"
2012.02.14.,H5,"48,02","430,60"
2012.02.14.,H6,"80,00","519,00"
2012.02.14.,H7,"122,00","607,20"
2012.02.14.,H8,"116,05","767,30"
2012.02.14.,H9,"103,53","512,10"
2012.02.14.,H10,"105,99","492,70"
2012.02.14.,H11,"106,57","498,60"
2012.02.14.,H12,"102,00","460,30"
2012.02.14.,H13,"121,04","479,00"
2012.02.14.,H14,"100,01","505,90"
2012.02.14.,H15,"86,04","487,70"
2012.02.14.,H16,"86,32","499,30"
2012.02.14.,H17,"100,01","549,20"
2012.02.14.,H18,"130,10","518,70"
2012.02.14.,H19,"129,01","497,70"
2012.02.14.,H20,"130,00","518,70"
2012.02.14.,H21,"130,01","795,10"
2012.02.14.,H22,"130,00","704,70"
2012.02.14.,H23,"125,00","659,10"
2012.02.14.,H24,"122,00","536,60"
2012.02.15.,H1,"56,00","510,60"
2012.02.15.,H2,"30,00","475,80"
2012.02.15.,H3,"21,15","391,30"
2012.02.15.,H4,"16,00","435,40"
2012.02.15.,H5,"18,66","419,70"
2012.02.15.,H6,"56,01","411,60"
2012.02.15.,H7,"97,90","719,30"
2012.02.15.,H8,"97,92","799,00"
2012.02.15.,H9,"64,76","485,90"
2012.02.15.,H10,"70,01","530,40"
2012.02.15.,H11,"70,00","530,50"
2012.02.15.,H12,"70,01","516,90"
2012.02.15.,H13,"70,01","521,00"
2012.02.15.,H14,"60,94","544,20"
2012.02.15.,H15,"60,21","554,50"
2012.02.15.,H16,"60,21","550,40"
2012.02.15.,H17,"83,01","557,60"
2012.02.15.,H18,"150,01","477,50"
2012.02.15.,H19,"150,01","452,40"
2012.02.15.,H20,"150,01","451,20"
2012.02.15.,H21,"145,01","737,60"
2012.02.15.,H22,"130,01","637,20"
2012.02.15.,H23,"83,00","612,00"
2012.02.15.,H24,"89,20","640,20"
2012.02.16.,H1,"105,00","554,40"
2012.02.16.,H2,"76,83","659,20"
2012.02.16.,H3,"60,01","630,50"
2012.02.16.,H4,"60,01","653,30"
2012.02.16.,H5,"60,01","614,80"
2012.02.16.,H6,"100,01","612,10"
2012.02.16.,H7,"150,01","770,80"
2012.02.16.,H8,"169,00","751,50"
2012.02.16.,H9,"169,01","730,50"
2012.02.16.,H10,"169,00","466,10"
2012.02.16.,H11,"180,00","464,50"
2012.02.16.,H12,"169,00","490,60"
2012.02.16.,H13,"151,01","494,00"
2012.02.16.,H14,"150,25","513,50"
2012.02.16.,H15,"150,02","532,10"
2012.02.16.,H16,"150,25","517,20"
2012.02.16.,H17,"175,65","509,80"
2012.02.16.,H18,"200,00","419,30"
2012.02.16.,H19,"200,01","444,50"
2012.02.16.,H20,"200,00","484,60"
2012.02.16.,H21,"200,00","610,50"
2012.02.16.,H22,"150,01","854,10"
2012.02.16.,H23,"151,00","605,50"
2012.02.16.,H24,"135,01","611,40"
2012.02.17.,H1,"65,01","626,30"
2012.02.17.,H2,"37,51","633,10"
2012.02.17.,H3,"33,35","671,50"
2012.02.17.,H4,"32,18","755,60"
2012.02.17.,H5,"32,57","692,30"
2012.02.17.,H6,"41,00","545,20"
2012.02.17.,H7,"100,00","435,50"
2012.02.17.,H8,"120,01","639,10"
2012.02.17.,H9,"65,66","562,30"
2012.02.17.,H10,"59,34","480,40"
2012.02.17.,H11,"61,77","487,30"
2012.02.17.,H12,"69,31","513,50"
2012.02.17.,H13,"58,00","501,10"
2012.02.17.,H14,"57,99","545,90"
2012.02.17.,H15,"54,21","553,90"
2012.02.17.,H16,"54,21","554,00"
2012.02.17.,H17,"57,99","555,10"
2012.02.17.,H18,"89,29","415,80"
2012.02.17.,H19,"120,00","462,20"
2012.02.17.,H20,"65,58","416,20"
2012.02.17.,H21,"51,04","625,70"
2012.02.17.,H22,"54,21","531,40"
2012.02.17.,H23,"75,01","485,70"
2012.02.17.,H24,"88,01","545,10"
2012.02.18.,H1,"60,01","569,40"
2012.02.18.,H2,"44,05","486,40"
2012.02.18.,H3,"45,00","474,10"
2012.02.18.,H4,"39,41","422,10"
2012.02.18.,H5,"38,61","431,10"
2012.02.18.,H6,"43,05","441,10"
2012.02.18.,H7,"53,70","461,80"
2012.02.18.,H8,"40,20","364,50"
2012.02.18.,H9,"60,20","432,40"
2012.02.18.,H10,"64,99","420,00"
2012.02.18.,H11,"61,00","428,60"
2012.02.18.,H12,"65,00","411,40"
2012.02.18.,H13,"61,01","401,10"
2012.02.18.,H14,"60,01","437,80"
2012.02.18.,H15,"60,00","403,90"
2012.02.18.,H16,"55,01","429,30"
2012.02.18.,H17,"60,00","452,90"
2012.02.18.,H18,"60,01","576,20"
2012.02.18.,H19,"60,21","542,20"
2012.02.18.,H20,"64,37","526,30"
2012.02.18.,H21,"60,00","573,80"
2012.02.18.,H22,"54,20","387,20"
2012.02.18.,H23,"39,00","337,00"
2012.02.18.,H24,"35,01","468,80"
2012.02.19.,H1,"55,00","483,80"
2012.02.19.,H2,"47,26","562,30"
2012.02.19.,H3,"23,65","476,20"
2012.02.19.,H4,"15,86","521,10"
2012.02.19.,H5,"15,88","517,00"
2012.02.19.,H6,"17,31","429,40"
2012.02.19.,H7,"21,21","514,70"
2012.02.19.,H8,"55,01","543,40"
2012.02.19.,H9,"54,21","498,80"
2012.02.19.,H10,"60,20","425,60"
2012.02.19.,H11,"81,00","481,10"
2012.02.19.,H12,"81,01","496,30"
2012.02.19.,H13,"65,00","440,00"
2012.02.19.,H14,"55,00","450,40"
2012.02.19.,H15,"55,00","470,60"
2012.02.19.,H16,"55,01","449,90"
2012.02.19.,H17,"54,61","439,30"
2012.02.19.,H18,"64,99","422,20"
2012.02.19.,H19,"81,00","407,20"
2012.02.19.,H20,"132,24","449,20"
2012.02.19.,H21,"81,00","488,40"
2012.02.19.,H22,"60,01","496,50"
2012.02.19.,H23,"60,01","698,60"
2012.02.19.,H24,"52,91","588,70"
2012.02.20.,H1,"36,21","813,00"
2012.02.20.,H2,"33,02","842,00"
2012.02.20.,H3,"32,83","761,00"
2012.02.20.,H4,"31,93","821,10"
2012.02.20.,H5,"33,83","756,30"
2012.02.20.,H6,"46,01","574,40"
2012.02.20.,H7,"96,00","620,70"
2012.02.20.,H8,"131,52","695,00"
2012.02.20.,H9,"99,39","706,40"
2012.02.20.,H10,"69,30","562,90"
2012.02.20.,H11,"63,56","534,40"
2012.02.20.,H12,"63,50","523,10"
2012.02.20.,H13,"75,01","543,00"
2012.02.20.,H14,"60,21","559,90"
2012.02.20.,H15,"60,21","560,50"
2012.02.20.,H16,"60,21","551,60"
2012.02.20.,H17,"61,01","545,40"
2012.02.20.,H18,"150,01","460,20"
2012.02.20.,H19,"180,01","474,90"
2012.02.20.,H20,"170,00","466,30"
2012.02.20.,H21,"150,00","542,20"
2012.02.20.,H22,"150,01","773,20"
2012.02.20.,H23,"150,01","617,80"
2012.02.20.,H24,"61,00","511,40"
2012.02.21.,H1,"74,00","548,60"
2012.02.21.,H2,"46,00","569,10"
2012.02.21.,H3,"37,00","500,50"
2012.02.21.,H4,"33,40","502,00"
2012.02.21.,H5,"37,00","504,30"
2012.02.21.,H6,"61,00","524,40"
2012.02.21.,H7,"89,00","679,50"
2012.02.21.,H8,"120,01","718,00"
2012.02.21.,H9,"69,01","635,60"
2012.02.21.,H10,"61,01","773,90"
2012.02.21.,H11,"58,00","455,50"
2012.02.21.,H12,"58,00","457,40"
2012.02.21.,H13,"57,99","495,00"
2012.02.21.,H14,"58,00","474,60"
2012.02.21.,H15,"57,99","489,60"
2012.02.21.,H16,"55,91","483,10"
2012.02.21.,H17,"55,91","579,30"
2012.02.21.,H18,"120,01","444,00"
2012.02.21.,H19,"129,01","439,10"
2012.02.21.,H20,"120,01","450,30"
2012.02.21.,H21,"120,00","571,70"
2012.02.21.,H22,"61,00","532,10"
2012.02.21.,H23,"99,00","682,50"
2012.02.21.,H24,"52,21","462,40"
2012.02.22.,H1,"60,00","418,60"
2012.02.22.,H2,"40,00","475,30"
2012.02.22.,H3,"39,01","479,60"
2012.02.22.,H4,"37,12","513,60"
2012.02.22.,H5,"39,95","487,00"
2012.02.22.,H6,"59,97","470,00"
2012.02.22.,H7,"96,00","562,50"
2012.02.22.,H8,"81,00","702,50"
2012.02.22.,H9,"73,99","719,80"
2012.02.22.,H10,"82,51","617,50"
2012.02.22.,H11,"82,51","636,40"
2012.02.22.,H12,"83,00","627,90"
2012.02.22.,H13,"83,01","641,90"
2012.02.22.,H14,"69,01","716,70"
2012.02.22.,H15,"66,00","615,30"
2012.02.22.,H16,"66,00","570,40"
2012.02.22.,H17,"60,21","574,60"
2012.02.22.,H18,"83,00","499,80"
2012.02.22.,H19,"125,00","537,70"
2012.02.22.,H20,"120,00","542,00"
2012.02.22.,H21,"115,00","545,20"
2012.02.22.,H22,"99,00","692,90"
2012.02.22.,H23,"115,00","555,90"
2012.02.22.,H24,"60,00","486,80"
2012.02.23.,H1,"73,87","536,20"
2012.02.23.,H2,"60,01","635,50"
2012.02.23.,H3,"52,00","544,70"
2012.02.23.,H4,"41,02","544,70"
2012.02.23.,H5,"55,97","498,10"
2012.02.23.,H6,"70,01","526,80"
2012.02.23.,H7,"96,00","586,50"
2012.02.23.,H8,"110,01","699,30"
2012.02.23.,H9,"130,00","795,30"
2012.02.23.,H10,"127,35","879,80"
2012.02.23.,H11,"104,56","594,80"
2012.02.23.,H12,"111,68","585,20"
2012.02.23.,H13,"129,01","645,20"
2012.02.23.,H14,"110,01","651,00"
2012.02.23.,H15,"113,56","611,80"
2012.02.23.,H16,"129,01","565,80"
2012.02.23.,H17,"110,01","608,00"
2012.02.23.,H18,"110,01","476,30"
2012.02.23.,H19,"160,01","500,90"
2012.02.23.,H20,"160,00","524,00"
2012.02.23.,H21,"120,01","533,00"
2012.02.23.,H22,"62,00","497,80"
2012.02.23.,H23,"62,01","666,50"
2012.02.23.,H24,"74,00","580,70"
2012.02.24.,H1,"45,01","533,40"
2012.02.24.,H2,"40,00","677,00"
2012.02.24.,H3,"39,99","581,60"
2012.02.24.,H4,"29,99","567,10"
2012.02.24.,H5,"40,00","593,80"
2012.02.24.,H6,"60,01","576,20"
2012.02.24.,H7,"44,25","428,00"
2012.02.24.,H8,"62,01","529,40"
2012.02.24.,H9,"58,01","521,10"
2012.02.24.,H10,"55,91","632,70"
2012.02.24.,H11,"55,90","469,10"
2012.02.24.,H12,"52,31","489,10"
2012.02.24.,H13,"49,99","481,70"
2012.02.24.,H14,"52,31","564,20"
2012.02.24.,H15,"49,99","527,40"
2012.02.24.,H16,"48,60","503,70"
2012.02.24.,H17,"41,73","555,80"
2012.02.24.,H18,"47,51","458,70"
2012.02.24.,H19,"60,00","438,80"
2012.02.24.,H20,"58,13","500,90"
2012.02.24.,H21,"50,50","425,80"
2012.02.24.,H22,"40,97","410,70"
2012.02.24.,H23,"52,30","524,00"
2012.02.24.,H24,"58,59","488,70"
2012.02.25.,H1,"46,55","474,40"
2012.02.25.,H2,"35,21","414,00"
