Date,Hours,Price (EUR/MWh),Traded volumes (MWh)
2012.10.01.,H12,"59,93","838,40"
2012.10.01.,H13,"58,99","717,00"
2012.10.01.,H14,"64,92","652,00"
2012.10.01.,H15,"54,58","719,00"
2012.10.01.,H16,"53,83","733,40"
2012.10.01.,H17,"53,90","681,00"
2012.10.01.,H18,"57,03","765,60"
2012.10.01.,H19,"61,05","826,10"
2012.10.01.,H20,"133,03","796,70"
2012.10.01.,H21,"91,81","806,30"
2012.10.01.,H22,"53,81","897,00"
2012.10.01.,H23,"44,03","943,20"
2012.10.01.,H24,"36,57","944,40"
2012.10.02.,H1,"35,84","1 102,00"
2012.10.02.,H2,"32,96","888,70"
2012.10.02.,H3,"32,29","929,10"
2012.10.02.,H4,"30,08","961,30"
2012.10.02.,H5,"30,98","888,20"
2012.10.02.,H6,"37,00","796,50"
2012.10.02.,H7,"51,00","1 126,50"
2012.10.02.,H8,"61,00","1 105,00"
2012.10.02.,H9,"63,00","996,00"
2012.10.02.,H10,"62,04","963,90"
2012.10.02.,H11,"60,00","977,40"
2012.10.02.,H12,"63,03","933,90"
2012.10.02.,H13,"63,08","948,60"
2012.10.02.,H14,"63,01","939,00"
2012.10.02.,H15,"63,05","911,80"
2012.10.02.,H16,"63,00","895,30"
2012.10.02.,H17,"54,03","843,30"
2012.10.02.,H18,"52,67","881,20"
2012.10.02.,H19,"63,02","859,10"
2012.10.02.,H20,"86,18","911,70"
2012.10.02.,H21,"64,97","940,80"
2012.10.02.,H22,"51,15","863,40"
2012.10.02.,H23,"44,18","726,00"
2012.10.02.,H24,"37,14","818,80"
2012.10.03.,H1,"29,02","1 013,70"
2012.10.03.,H2,"25,91","979,00"
2012.10.03.,H3,"22,62","1 010,20"
2012.10.03.,H4,"20,02","1 028,30"
2012.10.03.,H5,"20,18","815,90"
2012.10.03.,H6,"22,75","799,30"
2012.10.03.,H7,"36,11","1 140,50"
2012.10.03.,H8,"133,03","943,70"
2012.10.03.,H9,"98,05","852,20"
2012.10.03.,H10,"100,02","846,80"
2012.10.03.,H11,"93,09","840,40"
2012.10.03.,H12,"103,03","838,90"
2012.10.03.,H13,"105,02","838,90"
2012.10.03.,H14,"100,07","807,60"
2012.10.03.,H15,"79,64","787,30"
2012.10.03.,H16,"89,05","783,00"
2012.10.03.,H17,"90,03","783,50"
2012.10.03.,H18,"65,03","736,80"
2012.10.03.,H19,"120,01","759,50"
2012.10.03.,H20,"105,10","806,60"
2012.10.03.,H21,"131,04","886,70"
2012.10.03.,H22,"63,05","824,20"
2012.10.03.,H23,"33,48","768,40"
2012.10.03.,H24,"26,52","914,80"
2012.10.04.,H1,"22,03","1 031,60"
2012.10.04.,H2,"19,75","909,90"
2012.10.04.,H3,"18,00","894,10"
2012.10.04.,H4,"15,52","1 052,80"
2012.10.04.,H5,"18,36","1 077,10"
2012.10.04.,H6,"27,67","942,00"
2012.10.04.,H7,"43,00","977,30"
2012.10.04.,H8,"63,00","944,20"
2012.10.04.,H9,"59,00","862,30"
2012.10.04.,H10,"60,09","876,80"
2012.10.04.,H11,"60,80","878,50"
2012.10.04.,H12,"60,51","879,00"
2012.10.04.,H13,"59,02","831,00"
2012.10.04.,H14,"57,02","795,30"
2012.10.04.,H15,"55,09","799,00"
2012.10.04.,H16,"63,00","853,30"
2012.10.04.,H17,"49,69","846,80"
2012.10.04.,H18,"52,85","768,70"
2012.10.04.,H19,"66,70","774,90"
2012.10.04.,H20,"83,98","841,20"
2012.10.04.,H21,"93,01","892,90"
2012.10.04.,H22,"51,01","753,60"
2012.10.04.,H23,"40,19","831,40"
2012.10.04.,H24,"34,58","840,90"
2012.10.05.,H1,"34,00","923,10"
2012.10.05.,H2,"31,30","981,40"
2012.10.05.,H3,"29,93","971,50"
2012.10.05.,H4,"27,45","1 006,10"
2012.10.05.,H5,"28,20","954,20"
2012.10.05.,H6,"35,30","791,60"
2012.10.05.,H7,"48,93","837,50"
2012.10.05.,H8,"60,55","781,30"
2012.10.05.,H9,"64,00","577,70"
2012.10.05.,H10,"60,47","682,00"
2012.10.05.,H11,"56,34","728,20"
2012.10.05.,H12,"51,09","745,20"
2012.10.05.,H13,"44,33","670,10"
2012.10.05.,H14,"38,44","730,90"
2012.10.05.,H15,"37,08","670,90"
2012.10.05.,H16,"37,04","699,10"
2012.10.05.,H17,"37,00","730,80"
2012.10.05.,H18,"37,56","585,40"
2012.10.05.,H19,"41,10","637,60"
2012.10.05.,H20,"50,02","769,20"
2012.10.05.,H21,"44,00","688,50"
2012.10.05.,H22,"36,12","919,50"
2012.10.05.,H23,"32,70","914,20"
2012.10.05.,H24,"26,50","952,70"
2012.10.06.,H1,"30,16","669,10"
2012.10.06.,H2,"26,72","631,00"
2012.10.06.,H3,"25,64","649,20"
2012.10.06.,H4,"25,01","689,80"
2012.10.06.,H5,"24,07","706,40"
2012.10.06.,H6,"28,06","745,50"
2012.10.06.,H7,"33,00","958,10"
2012.10.06.,H8,"38,63","768,00"
2012.10.06.,H9,"42,58","693,90"
2012.10.06.,H10,"46,20","688,60"
2012.10.06.,H11,"47,30","741,90"
2012.10.06.,H12,"46,67","798,90"
2012.10.06.,H13,"39,38","728,70"
2012.10.06.,H14,"34,94","743,40"
2012.10.06.,H15,"35,20","749,10"
2012.10.06.,H16,"35,07","739,20"
2012.10.06.,H17,"37,02","708,80"
2012.10.06.,H18,"40,30","726,60"
2012.10.06.,H19,"55,04","749,80"
2012.10.06.,H20,"100,01","962,70"
2012.10.06.,H21,"56,35","800,80"
2012.10.06.,H22,"43,58","731,90"
2012.10.06.,H23,"37,06","960,50"
2012.10.06.,H24,"31,68","1 168,60"
2012.10.07.,H1,"27,40","895,80"
2012.10.07.,H2,"22,00","912,90"
2012.10.07.,H3,"22,00","968,30"
2012.10.07.,H4,"21,56","1 000,90"
2012.10.07.,H5,"20,16","1 057,00"
2012.10.07.,H6,"21,37","958,20"
2012.10.07.,H7,"21,95","1 009,00"
2012.10.07.,H8,"25,00","878,60"
2012.10.07.,H9,"29,83","676,40"
2012.10.07.,H10,"34,94","642,00"
2012.10.07.,H11,"36,89","634,40"
2012.10.07.,H12,"36,83","667,50"
2012.10.07.,H13,"32,53","794,10"
2012.10.07.,H14,"30,00","723,20"
2012.10.07.,H15,"25,96","715,20"
2012.10.07.,H16,"25,65","741,60"
2012.10.07.,H17,"25,51","744,50"
2012.10.07.,H18,"31,00","714,00"
2012.10.07.,H19,"40,08","659,80"
2012.10.07.,H20,"80,01","924,40"
2012.10.07.,H21,"56,07","776,20"
2012.10.07.,H22,"39,00","823,70"
2012.10.07.,H23,"34,90","865,90"
2012.10.07.,H24,"27,05","1 036,00"
2012.10.08.,H1,"28,08","1 348,10"
2012.10.08.,H2,"26,12","1 359,20"
2012.10.08.,H3,"26,02","1 393,30"
2012.10.08.,H4,"25,02","1 335,40"
2012.10.08.,H5,"25,90","1 238,40"
2012.10.08.,H6,"33,08","1 071,90"
2012.10.08.,H7,"51,62","972,30"
2012.10.08.,H8,"61,54","936,00"
2012.10.08.,H9,"63,60","632,30"
2012.10.08.,H10,"59,29","726,10"
2012.10.08.,H11,"58,00","705,10"
2012.10.08.,H12,"54,40","787,70"
2012.10.08.,H13,"51,09","877,80"
2012.10.08.,H14,"51,60","789,10"
2012.10.08.,H15,"51,50","612,60"
2012.10.08.,H16,"51,06","732,90"
2012.10.08.,H17,"50,20","647,10"
2012.10.08.,H18,"54,46","655,70"
2012.10.08.,H19,"64,56","578,50"
2012.10.08.,H20,"83,33","558,00"
2012.10.08.,H21,"69,07","791,20"
2012.10.08.,H22,"54,68","774,00"
2012.10.08.,H23,"48,00","955,10"
2012.10.08.,H24,"38,00","1 004,70"
2012.10.09.,H1,"34,39","919,60"
2012.10.09.,H2,"31,98","1 028,10"
2012.10.09.,H3,"30,03","841,70"
2012.10.09.,H4,"28,04","825,60"
2012.10.09.,H5,"29,04","787,10"
2012.10.09.,H6,"35,04","875,00"
2012.10.09.,H7,"51,04","984,20"
2012.10.09.,H8,"61,05","997,00"
2012.10.09.,H9,"62,96","803,30"
2012.10.09.,H10,"61,01","812,40"
2012.10.09.,H11,"55,48","912,80"
2012.10.09.,H12,"52,07","961,10"
2012.10.09.,H13,"47,01","868,80"
2012.10.09.,H14,"42,09","822,00"
2012.10.09.,H15,"41,59","789,30"
2012.10.09.,H16,"42,65","796,20"
2012.10.09.,H17,"47,84","779,10"
2012.10.09.,H18,"52,02","736,10"
2012.10.09.,H19,"101,08","859,50"
2012.10.09.,H20,"103,09","943,00"
2012.10.09.,H21,"63,60","899,40"
2012.10.09.,H22,"52,09","743,60"
2012.10.09.,H23,"42,66","756,80"
2012.10.09.,H24,"36,67","758,60"
2012.10.10.,H1,"35,96","720,20"
2012.10.10.,H2,"33,68","707,30"
2012.10.10.,H3,"32,07","749,20"
2012.10.10.,H4,"30,97","732,90"
2012.10.10.,H5,"31,83","696,90"
2012.10.10.,H6,"36,70","645,20"
2012.10.10.,H7,"49,51","850,30"
2012.10.10.,H8,"64,72","940,30"
2012.10.10.,H9,"64,90","1 065,80"
2012.10.10.,H10,"63,85","1 009,60"
2012.10.10.,H11,"62,45","1 004,50"
2012.10.10.,H12,"59,40","998,90"
2012.10.10.,H13,"56,00","974,70"
2012.10.10.,H14,"53,02","985,70"
2012.10.10.,H15,"53,04","999,10"
2012.10.10.,H16,"52,00","1 014,50"
2012.10.10.,H17,"52,38","984,80"
2012.10.10.,H18,"56,02","987,00"
2012.10.10.,H19,"65,07","1 055,10"
2012.10.10.,H20,"82,73","1 094,90"
2012.10.10.,H21,"66,27","878,30"
2012.10.10.,H22,"54,03","674,30"
2012.10.10.,H23,"45,93","698,50"
2012.10.10.,H24,"40,00","859,40"
2012.10.11.,H1,"38,00","757,30"
2012.10.11.,H2,"35,53","743,50"
2012.10.11.,H3,"33,47","701,10"
2012.10.11.,H4,"32,58","601,50"
2012.10.11.,H5,"33,55","616,50"
2012.10.11.,H6,"38,13","689,30"
2012.10.11.,H7,"74,02","913,10"
2012.10.11.,H8,"69,00","956,40"
2012.10.11.,H9,"65,00","591,00"
2012.10.11.,H10,"63,02","575,60"
2012.10.11.,H11,"60,45","703,60"
2012.10.11.,H12,"58,81","739,10"
2012.10.11.,H13,"56,43","746,80"
2012.10.11.,H14,"52,94","788,90"
2012.10.11.,H15,"61,41","762,40"
2012.10.11.,H16,"49,84","698,20"
2012.10.11.,H17,"51,05","695,20"
2012.10.11.,H18,"56,18","573,00"
2012.10.11.,H19,"66,15","668,00"
2012.10.11.,H20,"87,00","734,70"
2012.10.11.,H21,"64,19","748,20"
2012.10.11.,H22,"53,97","658,60"
2012.10.11.,H23,"46,57","752,90"
2012.10.11.,H24,"37,00","762,00"
2012.10.12.,H1,"34,82","956,00"
2012.10.12.,H2,"32,05","1 096,50"
2012.10.12.,H3,"30,18","1 004,10"
2012.10.12.,H4,"28,84","890,00"
2012.10.12.,H5,"30,05","956,10"
2012.10.12.,H6,"34,62","919,90"
2012.10.12.,H7,"46,82","825,70"
2012.10.12.,H8,"62,63","897,00"
2012.10.12.,H9,"64,00","635,90"
2012.10.12.,H10,"61,53","684,60"
2012.10.12.,H11,"56,88","676,60"
2012.10.12.,H12,"53,01","697,00"
2012.10.12.,H13,"51,62","732,90"
2012.10.12.,H14,"49,35","750,50"
2012.10.12.,H15,"44,73","706,10"
2012.10.12.,H16,"45,99","684,50"
2012.10.12.,H17,"48,07","717,20"
2012.10.12.,H18,"49,00","650,10"
2012.10.12.,H19,"56,15","759,80"
2012.10.12.,H20,"69,00","800,60"
2012.10.12.,H21,"53,09","750,90"
2012.10.12.,H22,"43,96","748,90"
2012.10.12.,H23,"38,00","896,90"
2012.10.12.,H24,"32,52","1 010,90"
2012.10.13.,H1,"28,29","895,70"
2012.10.13.,H2,"27,04","850,10"
2012.10.13.,H3,"26,83","945,50"
2012.10.13.,H4,"25,00","938,50"
2012.10.13.,H5,"25,35","938,80"
2012.10.13.,H6,"27,80","853,10"
2012.10.13.,H7,"32,08","860,30"
2012.10.13.,H8,"36,49","879,50"
2012.10.13.,H9,"39,07","810,60"
2012.10.13.,H10,"41,01","793,30"
2012.10.13.,H11,"40,24","801,20"
2012.10.13.,H12,"39,18","808,20"
2012.10.13.,H13,"70,08","824,60"
2012.10.13.,H14,"69,55","815,10"
2012.10.13.,H15,"35,06","859,40"
2012.10.13.,H16,"35,04","849,10"
2012.10.13.,H17,"37,03","856,20"
2012.10.13.,H18,"41,92","789,10"
2012.10.13.,H19,"89,05","861,80"
2012.10.13.,H20,"120,02","1 027,80"
2012.10.13.,H21,"70,09","817,00"
2012.10.13.,H22,"38,13","917,00"
2012.10.13.,H23,"34,43","1 092,90"
2012.10.13.,H24,"31,02","1 089,00"
2012.10.14.,H1,"29,54","934,90"
2012.10.14.,H2,"26,86","951,20"
2012.10.14.,H3,"23,46","926,80"
2012.10.14.,H4,"21,87","1 052,70"
2012.10.14.,H5,"20,39","1 130,60"
2012.10.14.,H6,"20,15","992,20"
2012.10.14.,H7,"22,91","889,80"
2012.10.14.,H8,"26,40","894,10"
2012.10.14.,H9,"32,54","789,50"
2012.10.14.,H10,"36,77","874,60"
2012.10.14.,H11,"39,35","845,40"
2012.10.14.,H12,"39,05","900,90"
2012.10.14.,H13,"33,68","984,20"
2012.10.14.,H14,"29,64","930,50"
2012.10.14.,H15,"27,74","885,40"
2012.10.14.,H16,"29,20","873,00"
2012.10.14.,H17,"33,01","881,70"
2012.10.14.,H18,"39,70","824,30"
2012.10.14.,H19,"52,02","886,70"
2012.10.14.,H20,"62,05","1 029,40"
2012.10.14.,H21,"55,21","881,30"
2012.10.14.,H22,"45,15","821,00"
2012.10.14.,H23,"39,04","1 052,60"
2012.10.14.,H24,"32,95","1 165,40"
2012.10.15.,H1,"29,07","1 214,40"
2012.10.15.,H2,"26,48","1 220,30"
2012.10.15.,H3,"23,82","1 289,20"
2012.10.15.,H4,"21,00","1 242,70"
2012.10.15.,H5,"21,83","1 133,70"
2012.10.15.,H6,"31,01","873,60"
2012.10.15.,H7,"46,91","989,10"
2012.10.15.,H8,"62,58","927,10"
2012.10.15.,H9,"62,65","884,90"
2012.10.15.,H10,"62,31","800,00"
2012.10.15.,H11,"59,05","846,70"
2012.10.15.,H12,"58,46","898,40"
2012.10.15.,H13,"58,68","857,10"
2012.10.15.,H14,"55,08","888,10"
2012.10.15.,H15,"51,99","833,80"
2012.10.15.,H16,"49,72","892,60"
2012.10.15.,H17,"48,55","920,30"
2012.10.15.,H18,"51,72","911,40"
2012.10.15.,H19,"63,07","1 003,90"
2012.10.15.,H20,"78,82","1 092,90"
2012.10.15.,H21,"59,62","1 058,50"
2012.10.15.,H22,"47,37","904,80"
2012.10.15.,H23,"39,65","909,20"
2012.10.15.,H24,"33,65","862,60"
2012.10.16.,H1,"31,08","817,40"
2012.10.16.,H2,"27,70","856,00"
2012.10.16.,H3,"23,13","903,00"
2012.10.16.,H4,"21,40","939,60"
2012.10.16.,H5,"20,37","1 025,20"
2012.10.16.,H6,"27,98","927,70"
2012.10.16.,H7,"45,00","1 087,00"
2012.10.16.,H8,"55,66","1 029,70"
2012.10.16.,H9,"56,76","860,40"
2012.10.16.,H10,"52,26","947,70"
2012.10.16.,H11,"48,00","792,90"
2012.10.16.,H12,"45,90","751,10"
2012.10.16.,H13,"39,53","688,50"
2012.10.16.,H14,"37,05","588,70"
2012.10.16.,H15,"38,14","702,40"
2012.10.16.,H16,"39,57","775,50"
2012.10.16.,H17,"40,16","727,80"
2012.10.16.,H18,"45,15","673,70"
2012.10.16.,H19,"60,91","734,50"
2012.10.16.,H20,"72,85","739,30"
2012.10.16.,H21,"57,02","890,60"
2012.10.16.,H22,"43,90","848,20"
2012.10.16.,H23,"38,14","651,30"
2012.10.16.,H24,"33,60","837,90"
2012.10.17.,H1,"32,22","922,00"
2012.10.17.,H2,"30,95","1 058,80"
2012.10.17.,H3,"28,34","1 057,80"
2012.10.17.,H4,"26,37","1 018,10"
2012.10.17.,H5,"27,28","914,00"
2012.10.17.,H6,"33,45","805,40"
2012.10.17.,H7,"45,00","849,40"
2012.10.17.,H8,"60,38","889,30"
2012.10.17.,H9,"65,12","897,10"
2012.10.17.,H10,"58,25","780,40"
2012.10.17.,H11,"53,87","831,40"
2012.10.17.,H12,"49,60","774,30"
2012.10.17.,H13,"43,53","702,30"
2012.10.17.,H14,"41,08","664,70"
2012.10.17.,H15,"39,56","596,00"
2012.10.17.,H16,"41,00","617,30"
2012.10.17.,H17,"43,95","684,90"
2012.10.17.,H18,"48,19","574,20"
2012.10.17.,H19,"61,00","896,10"
2012.10.17.,H20,"77,52","832,40"
2012.10.17.,H21,"53,30","827,00"
2012.10.17.,H22,"41,00","801,00"
2012.10.17.,H23,"36,70","1 019,80"
2012.10.17.,H24,"31,71","1 076,00"
2012.10.18.,H1,"32,81","1 072,80"
2012.10.18.,H2,"29,04","1 111,00"
2012.10.18.,H3,"26,40","850,60"
2012.10.18.,H4,"22,43","1 256,40"
2012.10.18.,H5,"24,90","702,60"
2012.10.18.,H6,"32,21","757,50"
2012.10.18.,H7,"44,40","820,10"
2012.10.18.,H8,"58,22","890,30"
2012.10.18.,H9,"62,13","777,20"
2012.10.18.,H10,"57,30","749,60"
2012.10.18.,H11,"47,60","757,80"
2012.10.18.,H12,"42,41","810,70"
2012.10.18.,H13,"37,51","767,20"
2012.10.18.,H14,"35,50","817,90"
2012.10.18.,H15,"35,50","792,60"
2012.10.18.,H16,"37,16","831,80"
2012.10.18.,H17,"39,75","822,90"
2012.10.18.,H18,"47,20","794,90"
2012.10.18.,H19,"64,92","956,30"
2012.10.18.,H20,"76,57","962,70"
2012.10.18.,H21,"52,50","949,50"
2012.10.18.,H22,"41,68","756,20"
2012.10.18.,H23,"37,00","717,20"
2012.10.18.,H24,"32,17","748,00"
2012.10.19.,H1,"31,25","1 105,10"
2012.10.19.,H2,"30,00","1 115,40"
2012.10.19.,H3,"27,88","947,60"
2012.10.19.,H4,"24,67","892,60"
2012.10.19.,H5,"25,32","860,90"
2012.10.19.,H6,"31,00","760,10"
2012.10.19.,H7,"43,26","830,50"
2012.10.19.,H8,"57,36","802,90"
2012.10.19.,H9,"60,09","698,50"
2012.10.19.,H10,"55,13","848,50"
2012.10.19.,H11,"46,51","851,70"
2012.10.19.,H12,"40,10","866,40"
2012.10.19.,H13,"36,64","870,80"
2012.10.19.,H14,"35,09","855,10"
2012.10.19.,H15,"34,16","790,20"
2012.10.19.,H16,"36,78","808,20"
2012.10.19.,H17,"38,05","719,20"
2012.10.19.,H18,"48,05","643,70"
2012.10.19.,H19,"60,08","877,90"
2012.10.19.,H20,"71,40","865,40"
2012.10.19.,H21,"50,75","832,90"
2012.10.19.,H22,"38,40","605,60"
2012.10.19.,H23,"35,09","860,00"
2012.10.19.,H24,"32,03","838,40"
2012.10.20.,H1,"34,85","738,70"
2012.10.20.,H2,"33,29","690,20"
2012.10.20.,H3,"29,48","751,50"
2012.10.20.,H4,"26,09","983,30"
2012.10.20.,H5,"28,67","728,90"
2012.10.20.,H6,"29,45","927,90"
2012.10.20.,H7,"33,10","892,60"
2012.10.20.,H8,"38,83","670,70"
2012.10.20.,H9,"42,49","816,70"
2012.10.20.,H10,"43,03","871,10"
2012.10.20.,H11,"40,11","778,90"
2012.10.20.,H12,"37,09","786,40"
2012.10.20.,H13,"34,54","758,60"
2012.10.20.,H14,"33,64","759,70"
2012.10.20.,H15,"32,62","892,10"
2012.10.20.,H16,"34,01","806,80"
2012.10.20.,H17,"38,82","679,00"
2012.10.20.,H18,"45,43","685,10"
2012.10.20.,H19,"52,00","649,40"
2012.10.20.,H20,"62,30","818,30"
2012.10.20.,H21,"54,31","711,80"
2012.10.20.,H22,"43,90","592,50"
2012.10.20.,H23,"41,84","800,60"
2012.10.20.,H24,"34,50","949,40"
2012.10.21.,H1,"33,01","861,30"
2012.10.21.,H2,"27,06","891,90"
2012.10.21.,H3,"23,00","852,20"
2012.10.21.,H4,"20,56","1 106,90"
2012.10.21.,H5,"21,50","1 062,30"
2012.10.21.,H6,"21,65","1 014,40"
2012.10.21.,H7,"21,28","905,80"
2012.10.21.,H8,"26,70","695,80"
2012.10.21.,H9,"31,53","727,90"
2012.10.21.,H10,"34,24","685,40"
2012.10.21.,H11,"36,51","720,00"
2012.10.21.,H12,"37,03","729,00"
2012.10.21.,H13,"33,06","809,60"
2012.10.21.,H14,"28,20","828,90"
2012.10.21.,H15,"26,88","839,20"
2012.10.21.,H16,"27,62","786,80"
2012.10.21.,H17,"30,59","650,00"
2012.10.21.,H18,"35,05","586,90"
2012.10.21.,H19,"47,07","752,90"
2012.10.21.,H20,"70,07","820,90"
2012.10.21.,H21,"51,00","714,10"
2012.10.21.,H22,"41,59","560,80"
2012.10.21.,H23,"40,06","886,10"
2012.10.21.,H24,"32,49","993,40"
2012.10.22.,H1,"30,53","1 217,40"
2012.10.22.,H2,"28,72","1 114,90"
2012.10.22.,H3,"27,08","1 208,00"
2012.10.22.,H4,"26,00","1 144,10"
2012.10.22.,H5,"25,51","1 112,40"
2012.10.22.,H6,"30,54","1 039,20"
2012.10.22.,H7,"45,76","1 174,50"
2012.10.22.,H8,"62,90","889,50"
2012.10.22.,H9,"68,03","858,00"
2012.10.22.,H10,"63,86","713,90"
2012.10.22.,H11,"58,28","758,60"
2012.10.22.,H12,"53,08","810,10"
2012.10.22.,H13,"49,00","711,70"
2012.10.22.,H14,"45,02","702,90"
2012.10.22.,H15,"43,88","663,50"
2012.10.22.,H16,"46,00","678,30"
2012.10.22.,H17,"48,14","684,30"
2012.10.22.,H18,"58,04","806,50"
2012.10.22.,H19,"69,08","858,70"
2012.10.22.,H20,"76,00","810,30"
2012.10.22.,H21,"61,00","751,30"
2012.10.22.,H22,"47,90","748,80"
2012.10.22.,H23,"42,95","1 104,20"
2012.10.22.,H24,"36,43","1 206,50"
2012.10.23.,H1,"37,94","1 094,40"
2012.10.23.,H2,"36,00","1 075,50"
2012.10.23.,H3,"34,30","896,50"
2012.10.23.,H4,"33,12","952,00"
2012.10.23.,H5,"34,35","941,90"
2012.10.23.,H6,"37,60","947,60"
2012.10.23.,H7,"52,98","1 171,30"
2012.10.23.,H8,"67,29","1 109,60"
2012.10.23.,H9,"69,00","1 204,50"
2012.10.23.,H10,"67,48","989,40"
2012.10.23.,H11,"64,12","811,30"
2012.10.23.,H12,"61,03","802,20"
2012.10.23.,H13,"53,25","801,60"
2012.10.23.,H14,"51,26","839,80"
2012.10.23.,H15,"50,00","835,10"
2012.10.23.,H16,"50,26","827,60"
2012.10.23.,H17,"52,06","806,20"
2012.10.23.,H18,"59,00","858,20"
2012.10.23.,H19,"68,47","981,10"
2012.10.23.,H20,"84,01","966,00"
2012.10.23.,H21,"63,32","1 052,90"
2012.10.23.,H22,"54,19","964,80"
2012.10.23.,H23,"50,73","1 066,70"
2012.10.23.,H24,"39,54","1 109,40"
2012.10.24.,H1,"36,34","1 378,70"
2012.10.24.,H2,"35,25","1 339,20"
2012.10.24.,H3,"33,16","1 259,90"
2012.10.24.,H4,"32,55","1 306,60"
2012.10.24.,H5,"34,10","1 265,50"
2012.10.24.,H6,"35,83","990,00"
2012.10.24.,H7,"50,82","888,00"
2012.10.24.,H8,"64,46","798,00"
2012.10.24.,H9,"71,89","695,40"
2012.10.24.,H10,"70,16","608,10"
2012.10.24.,H11,"68,00","562,10"
2012.10.24.,H12,"65,01","617,30"
2012.10.24.,H13,"59,08","603,00"
2012.10.24.,H14,"56,64","701,90"
2012.10.24.,H15,"55,08","635,40"
2012.10.24.,H16,"54,00","607,50"
2012.10.24.,H17,"55,00","560,80"
2012.10.24.,H18,"60,00","591,60"
2012.10.24.,H19,"85,09","806,50"
2012.10.24.,H20,"102,10","803,70"
2012.10.24.,H21,"61,59","852,70"
2012.10.24.,H22,"51,71","837,70"
2012.10.24.,H23,"45,90","834,10"
2012.10.24.,H24,"36,70","794,50"
2012.10.25.,H1,"35,84","842,20"
2012.10.25.,H2,"34,00","1 000,60"
2012.10.25.,H3,"32,88","971,20"
2012.10.25.,H4,"32,06","1 038,70"
2012.10.25.,H5,"32,98","961,70"
2012.10.25.,H6,"36,00","772,30"
2012.10.25.,H7,"52,50","863,40"
2012.10.25.,H8,"65,73","947,10"
2012.10.25.,H9,"65,87","738,10"
2012.10.25.,H10,"64,92","785,70"
2012.10.25.,H11,"63,00","581,70"
2012.10.25.,H12,"60,84","646,40"
2012.10.25.,H13,"53,87","605,80"
2012.10.25.,H14,"50,05","644,80"
2012.10.25.,H15,"47,10","546,50"
2012.10.25.,H16,"48,00","536,30"
2012.10.25.,H17,"49,00","636,60"
2012.10.25.,H18,"54,30","645,70"
2012.10.25.,H19,"60,27","781,30"
2012.10.25.,H20,"64,33","776,20"
2012.10.25.,H21,"52,59","811,80"
2012.10.25.,H22,"43,52","801,10"
2012.10.25.,H23,"39,83","777,60"
2012.10.25.,H24,"31,94","861,30"
2012.10.26.,H1,"31,84","956,10"
2012.10.26.,H2,"31,00","1 094,00"
2012.10.26.,H3,"29,50","1 096,80"
2012.10.26.,H4,"29,37","1 054,00"
2012.10.26.,H5,"31,00","952,30"
2012.10.26.,H6,"33,00","932,00"
2012.10.26.,H7,"50,83","913,40"
2012.10.26.,H8,"64,90","823,00"
2012.10.26.,H9,"70,77","633,10"
2012.10.26.,H10,"69,00","668,80"
2012.10.26.,H11,"68,60","708,40"
2012.10.26.,H12,"66,54","685,10"
2012.10.26.,H13,"63,33","704,30"
2012.10.26.,H14,"59,80","687,40"
2012.10.26.,H15,"56,43","682,60"
2012.10.26.,H16,"54,02","702,10"
2012.10.26.,H17,"51,79","642,20"
2012.10.26.,H18,"58,06","692,10"
2012.10.26.,H19,"68,88","711,20"
2012.10.26.,H20,"73,56","701,00"
2012.10.26.,H21,"59,86","772,90"
2012.10.26.,H22,"50,05","740,20"
2012.10.26.,H23,"47,04","758,90"
2012.10.26.,H24,"38,53","732,70"
2012.10.27.,H1,"36,51","995,90"
2012.10.27.,H2,"34,23","1 100,80"
2012.10.27.,H3,"33,39","1 060,10"
2012.10.27.,H4,"32,00","1 012,00"
2012.10.27.,H5,"32,00","981,50"
2012.10.27.,H6,"31,79","891,40"
2012.10.27.,H7,"33,57","1 017,60"
2012.10.27.,H8,"39,53","842,40"
2012.10.27.,H9,"44,01","642,60"
2012.10.27.,H10,"47,08","657,30"
2012.10.27.,H11,"46,69","836,30"
2012.10.27.,H12,"45,71","812,60"
2012.10.27.,H13,"41,23","881,50"
2012.10.27.,H14,"38,88","926,20"
2012.10.27.,H15,"37,16","897,50"
2012.10.27.,H16,"36,77","946,80"
2012.10.27.,H17,"38,39","815,20"
2012.10.27.,H18,"44,10","852,90"
2012.10.27.,H19,"54,49","678,90"
2012.10.27.,H20,"62,88","796,70"
2012.10.27.,H21,"51,52","819,60"
2012.10.27.,H22,"42,37","749,00"
2012.10.27.,H23,"42,06","970,10"
2012.10.27.,H24,"37,23","844,90"
2012.10.28.,H1,"30,07","1 048,10"
2012.10.28.,H2,"25,00","1 209,20"
2012.10.28.,H3,"21,00","1 261,90"
2012.10.28.,H4,"21,00","1 198,60"
2012.10.28.,H5,"21,00","1 210,40"
2012.10.28.,H6,"20,03","1 174,80"
2012.10.28.,H7,"23,00","1 111,60"
2012.10.28.,H8,"25,10","1 002,70"
2012.10.28.,H9,"31,50","820,90"
2012.10.28.,H10,"32,46","752,10"
2012.10.28.,H11,"37,00","802,50"
2012.10.28.,H12,"38,60","792,40"
2012.10.28.,H13,"38,78","737,60"
2012.10.28.,H14,"33,09","800,10"
2012.10.28.,H15,"30,50","851,80"
2012.10.28.,H16,"32,69","795,40"
2012.10.28.,H17,"33,59","820,00"
2012.10.28.,H18,"37,00","758,40"
